"","year","state","gender","statistic","gross_income_euros"
"2471",2017,"Madrid, Comunidad de","male","10th_percentile",12026.24
"2472",2016,"Madrid, Comunidad de","male","10th_percentile",11168.75
"2473",2015,"Madrid, Comunidad de","male","10th_percentile",11122.08
"2474",2014,"Madrid, Comunidad de","male","10th_percentile",10345.91
"2475",2013,"Madrid, Comunidad de","male","10th_percentile",10415.22
"2476",2012,"Madrid, Comunidad de","male","10th_percentile",10974
"2477",2011,"Madrid, Comunidad de","male","10th_percentile",11037.96
"2478",2010,"Madrid, Comunidad de","male","10th_percentile",12030.09
"2479",2009,"Madrid, Comunidad de","male","10th_percentile",11839.56
"2480",2008,"Madrid, Comunidad de","male","10th_percentile",11453
"2481",2017,"Madrid, Comunidad de","male","lower_quartile",16477.3
"2482",2016,"Madrid, Comunidad de","male","lower_quartile",15889.39
"2483",2015,"Madrid, Comunidad de","male","lower_quartile",15999.84
"2484",2014,"Madrid, Comunidad de","male","lower_quartile",16169.88
"2485",2013,"Madrid, Comunidad de","male","lower_quartile",16003.54
"2486",2012,"Madrid, Comunidad de","male","lower_quartile",16338.12
"2487",2011,"Madrid, Comunidad de","male","lower_quartile",16284.24
"2488",2010,"Madrid, Comunidad de","male","lower_quartile",16650.2
"2489",2009,"Madrid, Comunidad de","male","lower_quartile",16422
"2490",2008,"Madrid, Comunidad de","male","lower_quartile",15897.87
"2491",2017,"Madrid, Comunidad de","male","median",23704
"2492",2016,"Madrid, Comunidad de","male","median",23368.24
"2493",2015,"Madrid, Comunidad de","male","median",23478.83
"2494",2014,"Madrid, Comunidad de","male","median",24238.32
"2495",2013,"Madrid, Comunidad de","male","median",24000.06
"2496",2012,"Madrid, Comunidad de","male","median",24178.37
"2497",2011,"Madrid, Comunidad de","male","median",23755.2
"2498",2010,"Madrid, Comunidad de","male","median",23662.92
"2499",2009,"Madrid, Comunidad de","male","median",23526.93
"2500",2008,"Madrid, Comunidad de","male","median",22633.84
"2501",2017,"Madrid, Comunidad de","male","upper_quartile",37524.86
"2502",2016,"Madrid, Comunidad de","male","upper_quartile",37121.73
"2503",2015,"Madrid, Comunidad de","male","upper_quartile",37020.02
"2504",2014,"Madrid, Comunidad de","male","upper_quartile",37789.86
"2505",2013,"Madrid, Comunidad de","male","upper_quartile",37329.51
"2506",2012,"Madrid, Comunidad de","male","upper_quartile",37234.04
"2507",2011,"Madrid, Comunidad de","male","upper_quartile",37146.25
"2508",2010,"Madrid, Comunidad de","male","upper_quartile",36000.02
"2509",2009,"Madrid, Comunidad de","male","upper_quartile",37212.94
"2510",2008,"Madrid, Comunidad de","male","upper_quartile",35649.96
"2511",2017,"Madrid, Comunidad de","male","90th_percentile",54674.86
"2512",2016,"Madrid, Comunidad de","male","90th_percentile",54266.69
"2513",2015,"Madrid, Comunidad de","male","90th_percentile",53873.09
"2514",2014,"Madrid, Comunidad de","male","90th_percentile",54979.32
"2515",2013,"Madrid, Comunidad de","male","90th_percentile",54635.59
"2516",2012,"Madrid, Comunidad de","male","90th_percentile",53378.31
"2517",2011,"Madrid, Comunidad de","male","90th_percentile",53382.21
"2518",2010,"Madrid, Comunidad de","male","90th_percentile",52372.28
"2519",2009,"Madrid, Comunidad de","male","90th_percentile",54461.91
"2520",2008,"Madrid, Comunidad de","male","90th_percentile",52686.37
"2521",2017,"Murcia, Región de","both","mean",21309.22
"2522",2016,"Murcia, Región de","both","mean",21242.5
"2523",2015,"Murcia, Región de","both","mean",20928.98
"2524",2014,"Murcia, Región de","both","mean",20717.07
"2525",2013,"Murcia, Región de","both","mean",20449.83
"2526",2012,"Murcia, Región de","both","mean",20682.01
"2527",2011,"Murcia, Región de","both","mean",21077.49
"2528",2010,"Murcia, Región de","both","mean",20863.37
"2529",2009,"Murcia, Región de","both","mean",20430.4
"2530",2008,"Murcia, Región de","both","mean",18911.75
"2531",2017,"Murcia, Región de","both","10th_percentile",7736.02
"2532",2016,"Murcia, Región de","both","10th_percentile",7567.09
"2533",2015,"Murcia, Región de","both","10th_percentile",7000.71
"2534",2014,"Murcia, Región de","both","10th_percentile",6893.23
"2535",2013,"Murcia, Región de","both","10th_percentile",6788.11
"2536",2012,"Murcia, Región de","both","10th_percentile",6926.64
"2537",2011,"Murcia, Región de","both","10th_percentile",7689.32
"2538",2010,"Murcia, Región de","both","10th_percentile",7481.65
"2539",2009,"Murcia, Región de","both","10th_percentile",7907.43
"2540",2008,"Murcia, Región de","both","10th_percentile",7895.09
"2541",2017,"Murcia, Región de","both","lower_quartile",12970.82
"2542",2016,"Murcia, Región de","both","lower_quartile",12265.37
"2543",2015,"Murcia, Región de","both","lower_quartile",12402.24
"2544",2014,"Murcia, Región de","both","lower_quartile",12437.58
"2545",2013,"Murcia, Región de","both","lower_quartile",11717.17
"2546",2012,"Murcia, Región de","both","lower_quartile",12444.96
"2547",2011,"Murcia, Región de","both","lower_quartile",12531.12
"2548",2010,"Murcia, Región de","both","lower_quartile",12589.39
"2549",2009,"Murcia, Región de","both","lower_quartile",12492
"2550",2008,"Murcia, Región de","both","lower_quartile",12270.02
"2551",2017,"Murcia, Región de","both","median",18004.27
"2552",2016,"Murcia, Región de","both","median",17551.8
"2553",2015,"Murcia, Región de","both","median",17669.43
"2554",2014,"Murcia, Región de","both","median",17459.44
"2555",2013,"Murcia, Región de","both","median",17401.72
"2556",2012,"Murcia, Región de","both","median",17650.5
"2557",2011,"Murcia, Región de","both","median",17783.88
"2558",2010,"Murcia, Región de","both","median",17436.29
"2559",2009,"Murcia, Región de","both","median",17243.78
"2560",2008,"Murcia, Región de","both","median",16321.96
"2561",2017,"Murcia, Región de","both","upper_quartile",25903.69
"2562",2016,"Murcia, Región de","both","upper_quartile",25965.86
"2563",2015,"Murcia, Región de","both","upper_quartile",25534.01
"2564",2014,"Murcia, Región de","both","upper_quartile",26037.36
"2565",2013,"Murcia, Región de","both","upper_quartile",24994.32
"2566",2012,"Murcia, Región de","both","upper_quartile",25376.92
"2567",2011,"Murcia, Región de","both","upper_quartile",25639.05
"2568",2010,"Murcia, Región de","both","upper_quartile",24931.06
"2569",2009,"Murcia, Región de","both","upper_quartile",25574.89
"2570",2008,"Murcia, Región de","both","upper_quartile",22772.06
"2571",2017,"Murcia, Región de","both","90th_percentile",37636.3
"2572",2016,"Murcia, Región de","both","90th_percentile",38678.57
"2573",2015,"Murcia, Región de","both","90th_percentile",37760.04
"2574",2014,"Murcia, Región de","both","90th_percentile",37981.42
"2575",2013,"Murcia, Región de","both","90th_percentile",37364.14
"2576",2012,"Murcia, Región de","both","90th_percentile",37008.77
"2577",2011,"Murcia, Región de","both","90th_percentile",37830.95
"2578",2010,"Murcia, Región de","both","90th_percentile",37678.29
"2579",2009,"Murcia, Región de","both","90th_percentile",37198.28
"2580",2008,"Murcia, Región de","both","90th_percentile",32830.11
"2581",2017,"Murcia, Región de","female","mean",18048.37
"2582",2016,"Murcia, Región de","female","mean",18033.05
"2583",2015,"Murcia, Región de","female","mean",17540.27
"2584",2014,"Murcia, Región de","female","mean",17500.99
"2585",2013,"Murcia, Región de","female","mean",16957.29
"2586",2012,"Murcia, Región de","female","mean",17457.52
"2587",2011,"Murcia, Región de","female","mean",18053.61
"2588",2010,"Murcia, Región de","female","mean",17838.28
"2589",2009,"Murcia, Región de","female","mean",17384.95
"2590",2008,"Murcia, Región de","female","mean",16020.2
"2591",2017,"Murcia, Región de","female","10th_percentile",6199.53
"2592",2016,"Murcia, Región de","female","10th_percentile",5901.48
"2593",2015,"Murcia, Región de","female","10th_percentile",5382.84
"2594",2014,"Murcia, Región de","female","10th_percentile",5776.65
"2595",2013,"Murcia, Región de","female","10th_percentile",5368.82
"2596",2012,"Murcia, Región de","female","10th_percentile",5704.52
"2597",2011,"Murcia, Región de","female","10th_percentile",5990.53
"2598",2010,"Murcia, Región de","female","10th_percentile",5976.39
"2599",2009,"Murcia, Región de","female","10th_percentile",6513.9
"2600",2008,"Murcia, Región de","female","10th_percentile",6147.52
"2601",2017,"Murcia, Región de","female","lower_quartile",10263.83
"2602",2016,"Murcia, Región de","female","lower_quartile",9621.41
"2603",2015,"Murcia, Región de","female","lower_quartile",9325.93
"2604",2014,"Murcia, Región de","female","lower_quartile",9643.97
"2605",2013,"Murcia, Región de","female","lower_quartile",9034
"2606",2012,"Murcia, Región de","female","lower_quartile",9589.28
"2607",2011,"Murcia, Región de","female","lower_quartile",10189.79
"2608",2010,"Murcia, Región de","female","lower_quartile",10212.36
"2609",2009,"Murcia, Región de","female","lower_quartile",9567.77
"2610",2008,"Murcia, Región de","female","lower_quartile",9322.44
"2611",2017,"Murcia, Región de","female","median",14803.44
"2612",2016,"Murcia, Región de","female","median",14437.37
"2613",2015,"Murcia, Región de","female","median",14294.84
"2614",2014,"Murcia, Región de","female","median",14269.14
"2615",2013,"Murcia, Región de","female","median",14055.89
"2616",2012,"Murcia, Región de","female","median",14781.92
"2617",2011,"Murcia, Región de","female","median",15296.02
"2618",2010,"Murcia, Región de","female","median",14562.5
"2619",2009,"Murcia, Región de","female","median",14140
"2620",2008,"Murcia, Región de","female","median",13626.31
"2621",2017,"Murcia, Región de","female","upper_quartile",22802.34
"2622",2016,"Murcia, Región de","female","upper_quartile",23562.6
"2623",2015,"Murcia, Región de","female","upper_quartile",22602.96
"2624",2014,"Murcia, Región de","female","upper_quartile",22649.38
"2625",2013,"Murcia, Región de","female","upper_quartile",21962.41
"2626",2012,"Murcia, Región de","female","upper_quartile",22360.07
"2627",2011,"Murcia, Región de","female","upper_quartile",22910.49
"2628",2010,"Murcia, Región de","female","upper_quartile",21813.52
"2629",2009,"Murcia, Región de","female","upper_quartile",22295.6
"2630",2008,"Murcia, Región de","female","upper_quartile",20421.27
"2631",2017,"Murcia, Región de","female","90th_percentile",33513.37
"2632",2016,"Murcia, Región de","female","90th_percentile",34632.29
"2633",2015,"Murcia, Región de","female","90th_percentile",34236.47
"2634",2014,"Murcia, Región de","female","90th_percentile",33381.38
"2635",2013,"Murcia, Región de","female","90th_percentile",31746.83
"2636",2012,"Murcia, Región de","female","90th_percentile",31905.82
"2637",2011,"Murcia, Región de","female","90th_percentile",32153.26
"2638",2010,"Murcia, Región de","female","90th_percentile",32576.81
"2639",2009,"Murcia, Región de","female","90th_percentile",33445.38
"2640",2008,"Murcia, Región de","female","90th_percentile",29881.2
"2641",2017,"Murcia, Región de","male","mean",24009.22
"2642",2016,"Murcia, Región de","male","mean",23947.99
"2643",2015,"Murcia, Región de","male","mean",23773.09
"2644",2014,"Murcia, Región de","male","mean",23419.03
"2645",2013,"Murcia, Región de","male","mean",23428.23
"2646",2012,"Murcia, Región de","male","mean",23487.03
"2647",2011,"Murcia, Región de","male","mean",23460.47
"2648",2010,"Murcia, Región de","male","mean",23482.48
"2649",2009,"Murcia, Región de","male","mean",22628.62
"2650",2008,"Murcia, Región de","male","mean",21174.93
"2651",2017,"Murcia, Región de","male","10th_percentile",11416.97
"2652",2016,"Murcia, Región de","male","10th_percentile",10692.82
"2653",2015,"Murcia, Región de","male","10th_percentile",11655.43
"2654",2014,"Murcia, Región de","male","10th_percentile",10140.18
"2655",2013,"Murcia, Región de","male","10th_percentile",10262.52
"2656",2012,"Murcia, Región de","male","10th_percentile",10310.04
"2657",2011,"Murcia, Región de","male","10th_percentile",10436.28
"2658",2010,"Murcia, Región de","male","10th_percentile",11644.6
"2659",2009,"Murcia, Región de","male","10th_percentile",10827.66
"2660",2008,"Murcia, Región de","male","10th_percentile",11766.93
"2661",2017,"Murcia, Región de","male","lower_quartile",15893.25
"2662",2016,"Murcia, Región de","male","lower_quartile",14717.85
"2663",2015,"Murcia, Región de","male","lower_quartile",15338.5
"2664",2014,"Murcia, Región de","male","lower_quartile",14757
"2665",2013,"Murcia, Región de","male","lower_quartile",14757.89
"2666",2012,"Murcia, Región de","male","lower_quartile",14909.5
"2667",2011,"Murcia, Región de","male","lower_quartile",14720.77
"2668",2010,"Murcia, Región de","male","lower_quartile",14977.48
"2669",2009,"Murcia, Región de","male","lower_quartile",14926.58
"2670",2008,"Murcia, Región de","male","lower_quartile",14704.93
"2671",2017,"Murcia, Región de","male","median",20015.75
"2672",2016,"Murcia, Región de","male","median",19568.38
"2673",2015,"Murcia, Región de","male","median",19485.36
"2674",2014,"Murcia, Región de","male","median",19407.09
"2675",2013,"Murcia, Región de","male","median",19430.9
"2676",2012,"Murcia, Región de","male","median",19258.53
"2677",2011,"Murcia, Región de","male","median",19155.1
"2678",2010,"Murcia, Región de","male","median",19343.5
"2679",2009,"Murcia, Región de","male","median",18578.36
"2680",2008,"Murcia, Región de","male","median",17602.94
"2681",2017,"Murcia, Región de","male","upper_quartile",28325.94
"2682",2016,"Murcia, Región de","male","upper_quartile",28740.68
"2683",2015,"Murcia, Región de","male","upper_quartile",28303.12
"2684",2014,"Murcia, Región de","male","upper_quartile",29252.76
"2685",2013,"Murcia, Región de","male","upper_quartile",27694.77
"2686",2012,"Murcia, Región de","male","upper_quartile",27938.72
"2687",2011,"Murcia, Región de","male","upper_quartile",28056.39
"2688",2010,"Murcia, Región de","male","upper_quartile",27926.66
"2689",2009,"Murcia, Región de","male","upper_quartile",27868.92
"2690",2008,"Murcia, Región de","male","upper_quartile",24952.73
"2691",2017,"Murcia, Región de","male","90th_percentile",40646.79
"2692",2016,"Murcia, Región de","male","90th_percentile",42178.15
"2693",2015,"Murcia, Región de","male","90th_percentile",40723.23
"2694",2014,"Murcia, Región de","male","90th_percentile",40977.94
"2695",2013,"Murcia, Región de","male","90th_percentile",40841.35
"2696",2012,"Murcia, Región de","male","90th_percentile",41725.21
"2697",2011,"Murcia, Región de","male","90th_percentile",41880.92
"2698",2010,"Murcia, Región de","male","90th_percentile",40975.94
"2699",2009,"Murcia, Región de","male","90th_percentile",39885.77
"2700",2008,"Murcia, Región de","male","90th_percentile",35942.78
"2701",2017,"Navarra, Comunidad Foral de","both","mean",26329.79
"2702",2016,"Navarra, Comunidad Foral de","both","mean",25468.38
"2703",2015,"Navarra, Comunidad Foral de","both","mean",24863.98
"2704",2014,"Navarra, Comunidad Foral de","both","mean",24700.78
"2705",2013,"Navarra, Comunidad Foral de","both","mean",23836.93
"2706",2012,"Navarra, Comunidad Foral de","both","mean",23784.38
"2707",2011,"Navarra, Comunidad Foral de","both","mean",24384.92
"2708",2010,"Navarra, Comunidad Foral de","both","mean",23824.88
"2709",2009,"Navarra, Comunidad Foral de","both","mean",23657.71
"2710",2008,"Navarra, Comunidad Foral de","both","mean",23342.74
"2711",2017,"Navarra, Comunidad Foral de","both","10th_percentile",10059.23
"2712",2016,"Navarra, Comunidad Foral de","both","10th_percentile",9390.12
"2713",2015,"Navarra, Comunidad Foral de","both","10th_percentile",8720.64
"2714",2014,"Navarra, Comunidad Foral de","both","10th_percentile",9363.55
"2715",2013,"Navarra, Comunidad Foral de","both","10th_percentile",8114.18
"2716",2012,"Navarra, Comunidad Foral de","both","10th_percentile",8228.46
"2717",2011,"Navarra, Comunidad Foral de","both","10th_percentile",8950.65
"2718",2010,"Navarra, Comunidad Foral de","both","10th_percentile",9104.65
"2719",2009,"Navarra, Comunidad Foral de","both","10th_percentile",8553.84
"2720",2008,"Navarra, Comunidad Foral de","both","10th_percentile",9036.69
"2721",2017,"Navarra, Comunidad Foral de","both","lower_quartile",16530.41
"2722",2016,"Navarra, Comunidad Foral de","both","lower_quartile",15700.74
"2723",2015,"Navarra, Comunidad Foral de","both","lower_quartile",15145.36
"2724",2014,"Navarra, Comunidad Foral de","both","lower_quartile",15725.64
"2725",2013,"Navarra, Comunidad Foral de","both","lower_quartile",14543.12
"2726",2012,"Navarra, Comunidad Foral de","both","lower_quartile",15083.7
"2727",2011,"Navarra, Comunidad Foral de","both","lower_quartile",15921.13
"2728",2010,"Navarra, Comunidad Foral de","both","lower_quartile",15233.56
"2729",2009,"Navarra, Comunidad Foral de","both","lower_quartile",16032.66
"2730",2008,"Navarra, Comunidad Foral de","both","lower_quartile",15445.79
"2731",2017,"Navarra, Comunidad Foral de","both","median",23450.74
"2732",2016,"Navarra, Comunidad Foral de","both","median",22578.2
"2733",2015,"Navarra, Comunidad Foral de","both","median",22423.62
"2734",2014,"Navarra, Comunidad Foral de","both","median",22258.27
"2735",2013,"Navarra, Comunidad Foral de","both","median",21360.9
"2736",2012,"Navarra, Comunidad Foral de","both","median",21476.76
"2737",2011,"Navarra, Comunidad Foral de","both","median",22511.4
"2738",2010,"Navarra, Comunidad Foral de","both","median",21633.28
"2739",2009,"Navarra, Comunidad Foral de","both","median",21482.41
"2740",2008,"Navarra, Comunidad Foral de","both","median",21369.54
"2741",2017,"Navarra, Comunidad Foral de","both","upper_quartile",33107.34
"2742",2016,"Navarra, Comunidad Foral de","both","upper_quartile",32568.29
"2743",2015,"Navarra, Comunidad Foral de","both","upper_quartile",31787.37
"2744",2014,"Navarra, Comunidad Foral de","both","upper_quartile",31237.01
"2745",2013,"Navarra, Comunidad Foral de","both","upper_quartile",30567.15
"2746",2012,"Navarra, Comunidad Foral de","both","upper_quartile",30476.01
"2747",2011,"Navarra, Comunidad Foral de","both","upper_quartile",31098.96
"2748",2010,"Navarra, Comunidad Foral de","both","upper_quartile",29813.77
"2749",2009,"Navarra, Comunidad Foral de","both","upper_quartile",30200.5
"2750",2008,"Navarra, Comunidad Foral de","both","upper_quartile",29766.66
"2751",2017,"Navarra, Comunidad Foral de","both","90th_percentile",43798.52
"2752",2016,"Navarra, Comunidad Foral de","both","90th_percentile",43388.32
"2753",2015,"Navarra, Comunidad Foral de","both","90th_percentile",42123.2
"2754",2014,"Navarra, Comunidad Foral de","both","90th_percentile",40996.45
"2755",2013,"Navarra, Comunidad Foral de","both","90th_percentile",40487.47
"2756",2012,"Navarra, Comunidad Foral de","both","90th_percentile",39747.7
"2757",2011,"Navarra, Comunidad Foral de","both","90th_percentile",40218.52
"2758",2010,"Navarra, Comunidad Foral de","both","90th_percentile",38956.76
"2759",2009,"Navarra, Comunidad Foral de","both","90th_percentile",38798.64
"2760",2008,"Navarra, Comunidad Foral de","both","90th_percentile",37822.7
"2761",2017,"Navarra, Comunidad Foral de","female","mean",21898.57
"2762",2016,"Navarra, Comunidad Foral de","female","mean",20946
"2763",2015,"Navarra, Comunidad Foral de","female","mean",20563.08
"2764",2014,"Navarra, Comunidad Foral de","female","mean",20163.1
"2765",2013,"Navarra, Comunidad Foral de","female","mean",19364.43
"2766",2012,"Navarra, Comunidad Foral de","female","mean",19462.13
"2767",2011,"Navarra, Comunidad Foral de","female","mean",19977.24
"2768",2010,"Navarra, Comunidad Foral de","female","mean",19927.15
"2769",2009,"Navarra, Comunidad Foral de","female","mean",19487.55
"2770",2008,"Navarra, Comunidad Foral de","female","mean",19212.76
"2771",2017,"Navarra, Comunidad Foral de","female","10th_percentile",8542.04
"2772",2016,"Navarra, Comunidad Foral de","female","10th_percentile",7526.25
"2773",2015,"Navarra, Comunidad Foral de","female","10th_percentile",6686.39
"2774",2014,"Navarra, Comunidad Foral de","female","10th_percentile",7290.8
"2775",2013,"Navarra, Comunidad Foral de","female","10th_percentile",6049.11
"2776",2012,"Navarra, Comunidad Foral de","female","10th_percentile",6849.33
"2777",2011,"Navarra, Comunidad Foral de","female","10th_percentile",7391.01
"2778",2010,"Navarra, Comunidad Foral de","female","10th_percentile",7304.54
"2779",2009,"Navarra, Comunidad Foral de","female","10th_percentile",6485.99
"2780",2008,"Navarra, Comunidad Foral de","female","10th_percentile",7450.08
"2781",2017,"Navarra, Comunidad Foral de","female","lower_quartile",13073.35
"2782",2016,"Navarra, Comunidad Foral de","female","lower_quartile",12484.41
"2783",2015,"Navarra, Comunidad Foral de","female","lower_quartile",11726.41
"2784",2014,"Navarra, Comunidad Foral de","female","lower_quartile",11954.11
"2785",2013,"Navarra, Comunidad Foral de","female","lower_quartile",11164.12
"2786",2012,"Navarra, Comunidad Foral de","female","lower_quartile",11623.38
"2787",2011,"Navarra, Comunidad Foral de","female","lower_quartile",12125.75
"2788",2010,"Navarra, Comunidad Foral de","female","lower_quartile",12350.65
"2789",2009,"Navarra, Comunidad Foral de","female","lower_quartile",11986.88
"2790",2008,"Navarra, Comunidad Foral de","female","lower_quartile",12036.96
"2791",2017,"Navarra, Comunidad Foral de","female","median",19740.36
"2792",2016,"Navarra, Comunidad Foral de","female","median",19009.17
"2793",2015,"Navarra, Comunidad Foral de","female","median",18597.38
"2794",2014,"Navarra, Comunidad Foral de","female","median",18047.26
"2795",2013,"Navarra, Comunidad Foral de","female","median",17667.6
"2796",2012,"Navarra, Comunidad Foral de","female","median",17807.06
"2797",2011,"Navarra, Comunidad Foral de","female","median",18480.46
"2798",2010,"Navarra, Comunidad Foral de","female","median",18188.13
"2799",2009,"Navarra, Comunidad Foral de","female","median",17933.01
"2800",2008,"Navarra, Comunidad Foral de","female","median",17073.42
"2801",2017,"Navarra, Comunidad Foral de","female","upper_quartile",27624.2
"2802",2016,"Navarra, Comunidad Foral de","female","upper_quartile",26875.45
"2803",2015,"Navarra, Comunidad Foral de","female","upper_quartile",26406.06
"2804",2014,"Navarra, Comunidad Foral de","female","upper_quartile",26052.18
"2805",2013,"Navarra, Comunidad Foral de","female","upper_quartile",24648.25
"2806",2012,"Navarra, Comunidad Foral de","female","upper_quartile",24548.3
"2807",2011,"Navarra, Comunidad Foral de","female","upper_quartile",25110.96
"2808",2010,"Navarra, Comunidad Foral de","female","upper_quartile",25260.11
"2809",2009,"Navarra, Comunidad Foral de","female","upper_quartile",24633.33
"2810",2008,"Navarra, Comunidad Foral de","female","upper_quartile",23829.72
"2811",2017,"Navarra, Comunidad Foral de","female","90th_percentile",37860.34
"2812",2016,"Navarra, Comunidad Foral de","female","90th_percentile",37321.89
"2813",2015,"Navarra, Comunidad Foral de","female","90th_percentile",37045.66
"2814",2014,"Navarra, Comunidad Foral de","female","90th_percentile",34914.94
"2815",2013,"Navarra, Comunidad Foral de","female","90th_percentile",34231.07
"2816",2012,"Navarra, Comunidad Foral de","female","90th_percentile",33819.46
"2817",2011,"Navarra, Comunidad Foral de","female","90th_percentile",34593.47
"2818",2010,"Navarra, Comunidad Foral de","female","90th_percentile",33636.19
"2819",2009,"Navarra, Comunidad Foral de","female","90th_percentile",33599.46
"2820",2008,"Navarra, Comunidad Foral de","female","90th_percentile",32223.95
"2821",2017,"Navarra, Comunidad Foral de","male","mean",29699.1
"2822",2016,"Navarra, Comunidad Foral de","male","mean",29098.99
"2823",2015,"Navarra, Comunidad Foral de","male","mean",28727.37
"2824",2014,"Navarra, Comunidad Foral de","male","mean",28659.74
"2825",2013,"Navarra, Comunidad Foral de","male","mean",27848.15
"2826",2012,"Navarra, Comunidad Foral de","male","mean",27632.8
"2827",2011,"Navarra, Comunidad Foral de","male","mean",27834.48
"2828",2010,"Navarra, Comunidad Foral de","male","mean",26982.49
"2829",2009,"Navarra, Comunidad Foral de","male","mean",26755.77
"2830",2008,"Navarra, Comunidad Foral de","male","mean",26635.75
"2831",2017,"Navarra, Comunidad Foral de","male","10th_percentile",13480.12
"2832",2016,"Navarra, Comunidad Foral de","male","10th_percentile",12714.2
"2833",2015,"Navarra, Comunidad Foral de","male","10th_percentile",12872.12
"2834",2014,"Navarra, Comunidad Foral de","male","10th_percentile",13266.96
"2835",2013,"Navarra, Comunidad Foral de","male","10th_percentile",11608.35
"2836",2012,"Navarra, Comunidad Foral de","male","10th_percentile",12116.83
"2837",2011,"Navarra, Comunidad Foral de","male","10th_percentile",13129.91
"2838",2010,"Navarra, Comunidad Foral de","male","10th_percentile",11205.36
"2839",2009,"Navarra, Comunidad Foral de","male","10th_percentile",13783.34
"2840",2008,"Navarra, Comunidad Foral de","male","10th_percentile",13438.94
"2841",2017,"Navarra, Comunidad Foral de","male","lower_quartile",20017.26
"2842",2016,"Navarra, Comunidad Foral de","male","lower_quartile",19078.73
"2843",2015,"Navarra, Comunidad Foral de","male","lower_quartile",19416.95
"2844",2014,"Navarra, Comunidad Foral de","male","lower_quartile",19989.76
"2845",2013,"Navarra, Comunidad Foral de","male","lower_quartile",18769.29
"2846",2012,"Navarra, Comunidad Foral de","male","lower_quartile",19226.93
"2847",2011,"Navarra, Comunidad Foral de","male","lower_quartile",19732.6
"2848",2010,"Navarra, Comunidad Foral de","male","lower_quartile",18593.62
"2849",2009,"Navarra, Comunidad Foral de","male","lower_quartile",18991.4
"2850",2008,"Navarra, Comunidad Foral de","male","lower_quartile",19000.94
"2851",2017,"Navarra, Comunidad Foral de","male","median",26794.06
"2852",2016,"Navarra, Comunidad Foral de","male","median",26322.04
"2853",2015,"Navarra, Comunidad Foral de","male","median",26137.94
"2854",2014,"Navarra, Comunidad Foral de","male","median",25900.32
"2855",2013,"Navarra, Comunidad Foral de","male","median",25734.01
"2856",2012,"Navarra, Comunidad Foral de","male","median",25401.59
"2857",2011,"Navarra, Comunidad Foral de","male","median",25869.34
"2858",2010,"Navarra, Comunidad Foral de","male","median",24699.19
"2859",2009,"Navarra, Comunidad Foral de","male","median",24499.72
"2860",2008,"Navarra, Comunidad Foral de","male","median",24983.72
"2861",2017,"Navarra, Comunidad Foral de","male","upper_quartile",36590.82
"2862",2016,"Navarra, Comunidad Foral de","male","upper_quartile",36113.63
"2863",2015,"Navarra, Comunidad Foral de","male","upper_quartile",35331.91
"2864",2014,"Navarra, Comunidad Foral de","male","upper_quartile",34919.77
"2865",2013,"Navarra, Comunidad Foral de","male","upper_quartile",34505.92
"2866",2012,"Navarra, Comunidad Foral de","male","upper_quartile",34224.48
"2867",2011,"Navarra, Comunidad Foral de","male","upper_quartile",34223.45
"2868",2010,"Navarra, Comunidad Foral de","male","upper_quartile",32534.65
"2869",2009,"Navarra, Comunidad Foral de","male","upper_quartile",32785.52
"2870",2008,"Navarra, Comunidad Foral de","male","upper_quartile",32498.86
"2871",2017,"Navarra, Comunidad Foral de","male","90th_percentile",46927.07
"2872",2016,"Navarra, Comunidad Foral de","male","90th_percentile",46918.59
"2873",2015,"Navarra, Comunidad Foral de","male","90th_percentile",45693.03
"2874",2014,"Navarra, Comunidad Foral de","male","90th_percentile",45553.64
"2875",2013,"Navarra, Comunidad Foral de","male","90th_percentile",44753.27
"2876",2012,"Navarra, Comunidad Foral de","male","90th_percentile",43829.6
"2877",2011,"Navarra, Comunidad Foral de","male","90th_percentile",43372.68
"2878",2010,"Navarra, Comunidad Foral de","male","90th_percentile",42081.96
"2879",2009,"Navarra, Comunidad Foral de","male","90th_percentile",41681.34
"2880",2008,"Navarra, Comunidad Foral de","male","90th_percentile",40321.34
"2881",2017,"País Vasco","both","mean",28204.49
"2882",2016,"País Vasco","both","mean",27480.71
"2883",2015,"País Vasco","both","mean",27571.31
"2884",2014,"País Vasco","both","mean",27786.57
"2885",2013,"País Vasco","both","mean",26915.07
"2886",2012,"País Vasco","both","mean",26535.61
"2887",2011,"País Vasco","both","mean",26370.36
"2888",2010,"País Vasco","both","mean",26593.7
"2889",2009,"País Vasco","both","mean",26162.45
"2890",2008,"País Vasco","both","mean",25547.13
"2891",2017,"País Vasco","both","10th_percentile",10126.72
"2892",2016,"País Vasco","both","10th_percentile",9549.97
"2893",2015,"País Vasco","both","10th_percentile",9876
"2894",2014,"País Vasco","both","10th_percentile",9087.11
"2895",2013,"País Vasco","both","10th_percentile",9397.69
"2896",2012,"País Vasco","both","10th_percentile",9057.48
"2897",2011,"País Vasco","both","10th_percentile",9596.42
"2898",2010,"País Vasco","both","10th_percentile",9725.86
"2899",2009,"País Vasco","both","10th_percentile",10248.5
"2900",2008,"País Vasco","both","10th_percentile",9996
"2901",2017,"País Vasco","both","lower_quartile",16997
"2902",2016,"País Vasco","both","lower_quartile",16233.05
"2903",2015,"País Vasco","both","lower_quartile",16617.8
"2904",2014,"País Vasco","both","lower_quartile",16780.23
